city,state_id,state_name,county_name,population,military,incorporated,timezone,zips,id
Elephant Head,AZ,Arizona,Pima,735,FALSE,TRUE,America/Phoenix,85645,1840075344
Katherine,AZ,Arizona,Mohave,80,FALSE,FALSE,America/Phoenix,86429,1840023179
Moenkopi,AZ,Arizona,Coconino,1273,FALSE,FALSE,America/Phoenix,86045,1840018967
South Komelik,AZ,Arizona,Pima,308,FALSE,FALSE,America/Phoenix,85634,1840023077
Oxbow Estates,AZ,Arizona,Gila,197,FALSE,FALSE,America/Phoenix,85541,1840027971
Oatman,AZ,Arizona,Mohave,48,FALSE,FALSE,America/Phoenix,86413 86433,1840023184
Chino Valley,AZ,Arizona,Yavapai,11667,FALSE,TRUE,America/Phoenix,86323,1840022753
Buckeye,AZ,Arizona,Maricopa,68453,FALSE,TRUE,America/Phoenix,85326 85396,1840021939
Aguila,AZ,Arizona,Maricopa,1240,FALSE,FALSE,America/Phoenix,85320,1840022918
Bluewater,AZ,Arizona,La Paz,875,FALSE,FALSE,America/Phoenix,85344,1840027986
Klagetoh,AZ,Arizona,Apache,203,FALSE,FALSE,America/Denver,86502 86505,1840022622
Yucca,AZ,Arizona,Mohave,61,FALSE,FALSE,America/Phoenix,86438,1840023190
Haigler Creek,AZ,Arizona,Gila,29,FALSE,TRUE,America/Phoenix,85554,1840075384
Wall Lane,AZ,Arizona,Yuma,365,FALSE,TRUE,America/Tijuana,85365,1840075541
Gu Oidak,AZ,Arizona,Pima,98,FALSE,FALSE,America/Phoenix,85634,1840023070
Bullhead City,AZ,Arizona,Mohave,49531,FALSE,TRUE,America/Phoenix,86442 86429 86430 86439,1840019748
Gold Canyon,AZ,Arizona,Pinal,10684,FALSE,FALSE,America/Phoenix,85118 85119,1840018032
Fortuna Foothills,AZ,Arizona,Yuma,28200,FALSE,FALSE,America/Phoenix,85367,1840027989
Vaiva Vo,AZ,Arizona,Pinal,0,FALSE,FALSE,America/Phoenix,85193,1840022988
Pisinemo,AZ,Arizona,Pima,356,FALSE,FALSE,America/Phoenix,85634,1840019483
McNeal,AZ,Arizona,Cochise,167,FALSE,FALSE,America/Phoenix,85617,1840023087
Ali Chuk,AZ,Arizona,Pima,120,FALSE,FALSE,America/Phoenix,85321,1840023060
Bouse,AZ,Arizona,La Paz,927,FALSE,FALSE,America/Phoenix,85325,1840017957
Kearny,AZ,Arizona,Pinal,2095,FALSE,TRUE,America/Phoenix,85137,1840022000
Ehrenberg,AZ,Arizona,La Paz,844,FALSE,FALSE,America/Phoenix,85334 85346,1840017958
Amado,AZ,Arizona,Santa Cruz,104,FALSE,FALSE,America/Phoenix,85645 85646,1840018172
Cave Creek,AZ,Arizona,Maricopa,5622,FALSE,TRUE,America/Phoenix,85087 85331 85327,1840022915
Wide Ruins,AZ,Arizona,Apache,84,FALSE,FALSE,America/Denver,86502,1840022630
East Globe,AZ,Arizona,Gila,258,FALSE,TRUE,America/Phoenix,85550,1840075328
Litchfield Park,AZ,Arizona,Maricopa,6009,FALSE,TRUE,America/Phoenix,85340,1840020565
Gila Crossing,AZ,Arizona,Maricopa,810,FALSE,FALSE,America/Phoenix,85339,1840025866
Kaibab,AZ,Arizona,Mohave,162,FALSE,FALSE,America/Phoenix,86022,1840018340
Haivana Nakya,AZ,Arizona,Pima,143,FALSE,FALSE,America/Phoenix,85634,1840023071
Houck,AZ,Arizona,Apache,1030,FALSE,FALSE,America/Denver,86512 86506,1840017677
Rio Rico,AZ,Arizona,Santa Cruz,18891,FALSE,FALSE,America/Phoenix,85640 85648,1840027004
Wickenburg,AZ,Arizona,Maricopa,4220,FALSE,TRUE,America/Phoenix,85390 85358,1840022916
Buckshot,AZ,Arizona,Yuma,27,FALSE,TRUE,America/Phoenix,85365,1840075263
Lake of the Woods,AZ,Arizona,Navajo,3975,FALSE,FALSE,America/Phoenix,85929,1840022579
Willcox,AZ,Arizona,Cochise,3420,FALSE,TRUE,America/Phoenix,85643 85644,1840022105
Antares,AZ,Arizona,Mohave,147,FALSE,FALSE,America/Phoenix,86401,1840023171
Miracle Valley,AZ,Arizona,Cochise,759,FALSE,FALSE,America/Phoenix,85615,1840023089
Summit,AZ,Arizona,Pima,5349,FALSE,FALSE,America/Phoenix,85756,1840019488
Cienega Springs,AZ,Arizona,La Paz,1926,FALSE,FALSE,America/Phoenix,85344,1840022877
Oro Valley,AZ,Arizona,Pima,44350,FALSE,TRUE,America/Phoenix,85755 85704 85737,1840023058
Young,AZ,Arizona,Gila,421,FALSE,FALSE,America/Phoenix,85554,1840019265
Munds Park,AZ,Arizona,Coconino,726,FALSE,FALSE,America/Phoenix,86017 86336,1840018969
Peach Springs,AZ,Arizona,Mohave,1228,FALSE,FALSE,America/Phoenix,86434,1840019746
San Tan Valley,AZ,Arizona,Pinal,90665,FALSE,FALSE,America/Phoenix,85143 85140,1840027990
Peridot,AZ,Arizona,Gila,1648,FALSE,FALSE,America/Phoenix,85542,1840019261
Cowlic,AZ,Arizona,Pima,189,FALSE,FALSE,America/Phoenix,85634,1840023069
Golden Shores,AZ,Arizona,Mohave,1294,FALSE,TRUE,America/Phoenix,86440 86436,1840075379
Arivaca,AZ,Arizona,Pima,627,FALSE,FALSE,America/Phoenix,85601,1840023064
Dudleyville,AZ,Arizona,Pinal,568,FALSE,FALSE,America/Phoenix,85192,1840019358
Lazy Y U,AZ,Arizona,Mohave,468,FALSE,TRUE,America/Phoenix,86401,1840075406
Chloride,AZ,Arizona,Mohave,297,FALSE,FALSE,America/Phoenix,86431,1840023175
Mesquite Creek,AZ,Arizona,Mohave,470,FALSE,FALSE,America/Phoenix,86440,1840027981
Washington Park,AZ,Arizona,Gila,137,FALSE,FALSE,America/Phoenix,85541,1840022869
Campo Bonito,AZ,Arizona,Pinal,58,FALSE,FALSE,America/Phoenix,85623,1840027939
Nolic,AZ,Arizona,Pima,63,FALSE,FALSE,America/Phoenix,85634,1840023074
Bagdad,AZ,Arizona,Yavapai,1737,FALSE,FALSE,America/Phoenix,86321,1840017845
Wintersburg,AZ,Arizona,Maricopa,43,FALSE,FALSE,America/Phoenix,85354,1840022927
Komatke,AZ,Arizona,Maricopa,1283,FALSE,FALSE,America/Phoenix,85339,1840022923
LeChee,AZ,Arizona,Coconino,1527,FALSE,FALSE,America/Denver,86040,1840027980
Fredonia,AZ,Arizona,Coconino,1304,FALSE,TRUE,America/Phoenix,86022,1840021586
Lukachukai,AZ,Arizona,Apache,1660,FALSE,FALSE,America/Denver,86507,1840017673
Comobabi,AZ,Arizona,Pima,43,FALSE,FALSE,America/Phoenix,85634,1840023068
Cordes Lakes,AZ,Arizona,Yavapai,2328,FALSE,FALSE,America/Phoenix,86333,1840017841
Scenic,AZ,Arizona,Mohave,1608,FALSE,TRUE,America/Phoenix,86432,1840075488
Sehili,AZ,Arizona,Apache,107,FALSE,FALSE,America/Denver,86556 86507,1840022627
Wellton,AZ,Arizona,Yuma,2989,FALSE,TRUE,America/Phoenix,85356,1840022976
Globe,AZ,Arizona,Gila,13198,FALSE,TRUE,America/Phoenix,85501 85502 85532,1840020533
Sahuarita,AZ,Arizona,Pima,47229,FALSE,TRUE,America/Phoenix,85629 85614,1840022102
White Hills,AZ,Arizona,Mohave,222,FALSE,FALSE,America/Phoenix,86445 86441,1840023188
Tempe,AZ,Arizona,Maricopa,185038,FALSE,TRUE,America/Phoenix,85281 85282 85283 85284 85280 85285 85287,1840021942
Arizona Village,AZ,Arizona,Mohave,1129,FALSE,FALSE,America/Phoenix,86440,1840018338
York,AZ,Arizona,Greenlee,620,FALSE,FALSE,America/Phoenix,85534,1840022951
Tat Momoli,AZ,Arizona,Pinal,54,FALSE,FALSE,America/Phoenix,85193,1840022987
Bisbee,AZ,Arizona,Cochise,5160,FALSE,TRUE,America/Phoenix,85603,1840019495
Kingman,AZ,Arizona,Mohave,44212,FALSE,TRUE,America/Phoenix,86409 86401,1840021043
Desert Hills,AZ,Arizona,Mohave,2838,FALSE,FALSE,America/Los_Angeles,86404,1840027987
Peoria,AZ,Arizona,Maricopa,168181,FALSE,TRUE,America/Phoenix,85381 85383 85382 85373 85345 85342 85380 85385,1840020567
Upper Santan Village,AZ,Arizona,Pinal,391,FALSE,TRUE,America/Phoenix,85147,1840042802
Grand Canyon Village,AZ,Arizona,Coconino,1438,FALSE,TRUE,America/Phoenix,86023,1840074025
Williamson,AZ,Arizona,Yavapai,5108,FALSE,FALSE,America/Phoenix,86323 86305,1840019166
Rio Verde,AZ,Arizona,Maricopa,2028,FALSE,FALSE,America/Phoenix,85263,1840019308
Prescott Valley,AZ,Arizona,Yavapai,97066,FALSE,TRUE,America/Phoenix,86327 86315 86314 86312,1840021772
Keams Canyon,AZ,Arizona,Navajo,262,FALSE,FALSE,America/Phoenix,86034,1840017659
Parks,AZ,Arizona,Coconino,1652,FALSE,FALSE,America/Phoenix,86046 86018,1840018970
Sawmill,AZ,Arizona,Apache,706,FALSE,FALSE,America/Denver,86504,1840019003
Tumacacori-Carmen,AZ,Arizona,Santa Cruz,281,FALSE,TRUE,America/Phoenix,85640,1840074659
Bitter Springs,AZ,Arizona,Coconino,417,FALSE,FALSE,America/Denver,86040 86036,1840017661
Why,AZ,Arizona,Pima,150,FALSE,FALSE,America/Phoenix,85321,1840023082
Littlefield,AZ,Arizona,Mohave,505,FALSE,FALSE,America/Phoenix,86432,1840023180
Carrizo,AZ,Arizona,Gila,191,FALSE,FALSE,America/Phoenix,85941,1840022860
Fountain Hills,AZ,Arizona,Maricopa,24583,FALSE,TRUE,America/Phoenix,85268 85269,1840021945
Parker,AZ,Arizona,La Paz,4730,FALSE,TRUE,America/Phoenix,85344 85346,1840022875
Hondah,AZ,Arizona,Navajo,991,FALSE,TRUE,America/Phoenix,85935 85930,1840075391
Brenda,AZ,Arizona,La Paz,392,FALSE,FALSE,America/Phoenix,85348,1840022876
Seba Dalkai,AZ,Arizona,Navajo,144,FALSE,FALSE,America/Denver,86047,1840022583
Rough Rock,AZ,Arizona,Apache,585,FALSE,FALSE,America/Denver,86503,1840019000
Tonopah,AZ,Arizona,Maricopa,65,FALSE,FALSE,America/Phoenix,85354,1840022926
Pinion Pines,AZ,Arizona,Mohave,181,FALSE,TRUE,America/Phoenix,86401,1840075442
Show Low,AZ,Arizona,Navajo,10837,FALSE,TRUE,America/Phoenix,85901 85902,1840021582
Winslow West,AZ,Arizona,Navajo,757,FALSE,FALSE,America/Phoenix,86047,1840027984
Clacks Canyon,AZ,Arizona,Mohave,322,FALSE,TRUE,America/Phoenix,86413 86409 86402,1840075276
Tonalea,AZ,Arizona,Coconino,335,FALSE,FALSE,America/Denver,86044,1840018971
Glendale,AZ,Arizona,Maricopa,246709,FALSE,TRUE,America/Phoenix,85301 85303 85302 85304 85306 85308 85305 85307 85309 85310 85311 85312 85318,1840020563
McConnico,AZ,Arizona,Mohave,0,FALSE,FALSE,America/Phoenix,86413 86401,1840023181
Apache Junction,AZ,Arizona,Pinal,40538,FALSE,TRUE,America/Phoenix,85119 85120 85117 85178,1840019365
Strawberry,AZ,Arizona,Gila,714,FALSE,FALSE,America/Phoenix,85544,1840019266
Martinez Lake,AZ,Arizona,Yuma,81,FALSE,TRUE,America/Phoenix,85365,1840075410
Grand Canyon West,AZ,Arizona,Mohave,0,FALSE,TRUE,America/Phoenix,86434,1840075383
Sweet Water Village,AZ,Arizona,Pinal,152,FALSE,TRUE,America/Phoenix,85121,1840042801
Superior,AZ,Arizona,Pinal,3074,FALSE,TRUE,America/Phoenix,85173,1840022981
Red Rock,AZ,Arizona,Pinal,3046,FALSE,FALSE,America/Phoenix,85131 85145 85658,1840022985
Sierra Vista,AZ,Arizona,Cochise,51571,FALSE,TRUE,America/Phoenix,85650 85635 85613 85670 85671,1840022103
Rainbow City,AZ,Arizona,Navajo,1114,FALSE,TRUE,America/Phoenix,85941,1840038035
Sierra Vista Southeast,AZ,Arizona,Cochise,15591,FALSE,TRUE,America/Phoenix,85650 85615 85636,1840074401
Willow Valley,AZ,Arizona,Mohave,869,FALSE,FALSE,America/Phoenix,86440,1840019747
Cactus Forest,AZ,Arizona,Pinal,872,FALSE,FALSE,America/Phoenix,85132,1840022982
East Fork,AZ,Arizona,Navajo,699,FALSE,FALSE,America/Phoenix,85941,1840018961
Lupton,AZ,Arizona,Apache,19,FALSE,FALSE,America/Denver,86508,1840022623
Gila Bend,AZ,Arizona,Maricopa,2069,FALSE,TRUE,America/Phoenix,85337,1840021946
Wellton Hills,AZ,Arizona,Yuma,386,FALSE,TRUE,America/Phoenix,85356,1840075560
Citrus Park,AZ,Arizona,Maricopa,4924,FALSE,FALSE,America/Phoenix,85355 85340,1840022921
Casas Adobes,AZ,Arizona,Pima,68919,FALSE,FALSE,America/Phoenix,85704 85741 85742 85752,1840018108
Turkey Creek,AZ,Arizona,Navajo,489,FALSE,TRUE,America/Phoenix,85941,1840075498
Mountainaire,AZ,Arizona,Coconino,993,FALSE,FALSE,America/Phoenix,86001,1840018968
Drexel Heights,AZ,Arizona,Pima,28187,FALSE,FALSE,America/Phoenix,85757 85746,1840027928
Central Heights-Midland City,AZ,Arizona,Gila,2752,FALSE,TRUE,America/Phoenix,85501,1840073906
Maish Vaya,AZ,Arizona,Pima,188,FALSE,FALSE,America/Phoenix,85634,1840023073
Toyei,AZ,Arizona,Apache,0,FALSE,FALSE,America/Denver,86505,1840022628
Sacaton,AZ,Arizona,Pinal,2338,FALSE,FALSE,America/Phoenix,85147,1840019361
Miami,AZ,Arizona,Gila,1771,FALSE,TRUE,America/Phoenix,85539,1840022856
Sun Valley,AZ,Arizona,Navajo,195,FALSE,FALSE,America/Phoenix,86029,1840022584
Rancho Mesa Verde,AZ,Arizona,Yuma,909,FALSE,TRUE,America/Phoenix,85350,1840038041
Page,AZ,Arizona,Coconino,6946,FALSE,TRUE,America/Denver,86040 86036,1840020336
Pimaco Two,AZ,Arizona,Pima,669,FALSE,FALSE,America/Phoenix,85602,1840027975
Shonto,AZ,Arizona,Navajo,543,FALSE,FALSE,America/Denver,86054,1840018963
Geronimo Estates,AZ,Arizona,Gila,92,FALSE,FALSE,America/Phoenix,85541,1840137528
Clifton,AZ,Arizona,Greenlee,5010,FALSE,TRUE,America/Phoenix,85533,1840022949
Flowing Wells,AZ,Arizona,Pima,14972,FALSE,FALSE,America/Phoenix,85705,1840027988
Maricopa Colony,AZ,Arizona,Maricopa,791,FALSE,TRUE,America/Phoenix,85339,1840042770
Eagar,AZ,Arizona,Apache,6089,FALSE,TRUE,America/Phoenix,85938 85925,1840021623
Mesa del Caballo,AZ,Arizona,Gila,569,FALSE,FALSE,America/Phoenix,85541,1840027967
Round Valley,AZ,Arizona,Gila,832,FALSE,TRUE,America/Phoenix,85541,1840075483
Flagstaff,AZ,Arizona,Coconino,78628,FALSE,TRUE,America/Phoenix,86001 86011 86004 86002 86005,1840020335
Dragoon,AZ,Arizona,Cochise,48,FALSE,FALSE,America/Phoenix,85609,1840023085
Copper Hill,AZ,Arizona,Gila,0,FALSE,FALSE,America/Phoenix,85501,1840027973
Albion,ID,Idaho,Cassia,272,FALSE,TRUE,America/Boise,83311,1840018682
Groveland,ID,Idaho,Bingham,955,FALSE,FALSE,America/Boise,83221,1840024023
Ponderay,ID,Idaho,Bonner,1107,FALSE,TRUE,America/Los_Angeles,83864 83852,1840019771
Soda Springs,ID,Idaho,Caribou,2774,FALSE,TRUE,America/Boise,83276,1840021297
Jerome,ID,Idaho,Jerome,11638,FALSE,TRUE,America/Boise,83338,1840018680
Priest River,ID,Idaho,Bonner,1811,FALSE,TRUE,America/Los_Angeles,83856,1840019772
Paris,ID,Idaho,Bear Lake,517,FALSE,TRUE,America/Boise,83261,1840020092
Onaway,ID,Idaho,Latah,189,FALSE,TRUE,America/Los_Angeles,83855,1840019869
Teton,ID,Idaho,Fremont,731,FALSE,TRUE,America/Boise,83448 83451,1840021256
McCammon,ID,Idaho,Bannock,821,FALSE,TRUE,America/Boise,83250,1840020070
Kendrick,ID,Idaho,Latah,307,FALSE,TRUE,America/Los_Angeles,83537,1840018462
Orofino,ID,Idaho,Clearwater,3503,FALSE,TRUE,America/Los_Angeles,83544,1840019876
Moreland,ID,Idaho,Bingham,1262,FALSE,FALSE,America/Boise,83221 83256,1840024024
Fernan Lake Village,ID,Idaho,Kootenai,171,FALSE,TRUE,America/Los_Angeles,83814,1840019805
Plummer,ID,Idaho,Benewah,1024,FALSE,TRUE,America/Los_Angeles,83851,1840019851
Eagle,ID,Idaho,Ada,26089,FALSE,TRUE,America/Boise,83616,1840018642
Minidoka,ID,Idaho,Minidoka,113,FALSE,TRUE,America/Boise,83350 83343,1840020067
Newdale,ID,Idaho,Fremont,316,FALSE,TRUE,America/Boise,83436,1840019995
Cottonwood,ID,Idaho,Idaho,923,FALSE,TRUE,America/Los_Angeles,83522,1840018483
Grand View,ID,Idaho,Owyhee,457,FALSE,TRUE,America/Boise,83624,1840020048
Crouch,ID,Idaho,Boise,170,FALSE,TRUE,America/Boise,83622,1840018621
Hayden Lake,ID,Idaho,Kootenai,613,FALSE,TRUE,America/Los_Angeles,83835,1840019809
Fairfield,ID,Idaho,Camas,402,FALSE,TRUE,America/Boise,83327,1840020044
Moyie Springs,ID,Idaho,Boundary,750,FALSE,TRUE,America/Los_Angeles,83845,1840019755
Leadore,ID,Idaho,Lemhi,103,FALSE,TRUE,America/Boise,83464,1840019945
De Smet,ID,Idaho,Benewah,172,FALSE,FALSE,America/Los_Angeles,83824,1840023828
Driggs,ID,Idaho,Teton,1805,FALSE,TRUE,America/Boise,83422,1840018635
Sandpoint,ID,Idaho,Bonner,12349,FALSE,TRUE,America/Los_Angeles,83864,1840021064
Franklin,ID,Idaho,Franklin,820,FALSE,TRUE,America/Boise,83237,1840020097
Potlatch,ID,Idaho,Latah,817,FALSE,TRUE,America/Los_Angeles,83855,1840019870
Acequia,ID,Idaho,Minidoka,127,FALSE,TRUE,America/Boise,83350,1840018665
Parma,ID,Idaho,Canyon,2104,FALSE,TRUE,America/Boise,83660,1840020043
Grangeville,ID,Idaho,Idaho,3174,FALSE,TRUE,America/Los_Angeles,83530 83531,1840019893
Shelley,ID,Idaho,Bingham,4704,FALSE,TRUE,America/Boise,83274,1840021282
Glenns Ferry,ID,Idaho,Elmore,1278,FALSE,TRUE,America/Boise,83623,1840020016
Elk City,ID,Idaho,Idaho,74,FALSE,FALSE,America/Los_Angeles,83525,1840023865
Hidden Springs,ID,Idaho,Ada,2515,FALSE,TRUE,America/Boise,83714,1840042421
Firth,ID,Idaho,Bingham,482,FALSE,TRUE,America/Boise,83236,1840020051
St. Charles,ID,Idaho,Bear Lake,145,FALSE,TRUE,America/Boise,83272,1840021309
Basalt,ID,Idaho,Bingham,399,FALSE,TRUE,America/Boise,83218 83236,1840018649
Placerville,ID,Idaho,Boise,53,FALSE,TRUE,America/Boise,83631 83666,1840020006
New Plymouth,ID,Idaho,Payette,1515,FALSE,TRUE,America/Boise,83655,1840020014
Homedale,ID,Idaho,Owyhee,2740,FALSE,TRUE,America/Boise,83628,1840020049
Eden,ID,Idaho,Jerome,416,FALSE,TRUE,America/Boise,83325,1840020085
Hansen,ID,Idaho,Twin Falls,1279,FALSE,TRUE,America/Boise,83334,1840020081
Parkline,ID,Idaho,Benewah,47,FALSE,FALSE,America/Los_Angeles,83861,1840025254
Mackay,ID,Idaho,Custer,487,FALSE,TRUE,America/Boise,83251,1840019985
Hauser,ID,Idaho,Kootenai,732,FALSE,TRUE,America/Los_Angeles,83854,1840019807
Iona,ID,Idaho,Bonneville,2282,FALSE,TRUE,America/Boise,83427 83401,1840018645
Council,ID,Idaho,Adams,865,FALSE,TRUE,America/Boise,83612,1840018584
State Line,ID,Idaho,Kootenai,47,FALSE,TRUE,America/Los_Angeles,83854,1840074878
Burley,ID,Idaho,Cassia,16175,FALSE,TRUE,America/Boise,83318,1840018683
Dietrich,ID,Idaho,Lincoln,341,FALSE,TRUE,America/Boise,83324,1840018663
Hailey,ID,Idaho,Blaine,10875,FALSE,TRUE,America/Boise,83333,1840020028
Arco,ID,Idaho,Butte,880,FALSE,TRUE,America/Boise,83213,1840018627
Irwin,ID,Idaho,Bonneville,248,FALSE,TRUE,America/Boise,83428,1840018646
Bonners Ferry,ID,Idaho,Boundary,2675,FALSE,TRUE,America/Los_Angeles,83805,1840018352
Cascade,ID,Idaho,Valley,981,FALSE,TRUE,America/Boise,83611,1840018585
Post Falls,ID,Idaho,Kootenai,33290,FALSE,TRUE,America/Los_Angeles,83854 83877,1840019811
Malad City,ID,Idaho,Oneida,2104,FALSE,TRUE,America/Boise,83252,1840020093
Kootenai,ID,Idaho,Bonner,834,FALSE,TRUE,America/Los_Angeles,83864 83840,1840019773
Buhl,ID,Idaho,Twin Falls,4382,FALSE,TRUE,America/Boise,83316,1840018679
Wallace,ID,Idaho,Shoshone,761,FALSE,TRUE,America/Los_Angeles,83873,1840021090
Wilder,ID,Idaho,Canyon,1720,FALSE,TRUE,America/Boise,83676,1840021278
Oakley,ID,Idaho,Cassia,797,FALSE,TRUE,America/Boise,83346,1840020089
Reubens,ID,Idaho,Lewis,65,FALSE,TRUE,America/Los_Angeles,83548,1840019901
Ketchum,ID,Idaho,Blaine,4026,FALSE,TRUE,America/Boise,83340,1840020029
Oxford,ID,Idaho,Franklin,52,FALSE,TRUE,America/Boise,83228,1840020098
Ferdinand,ID,Idaho,Idaho,160,FALSE,TRUE,America/Los_Angeles,83526,1840019892
McCall,ID,Idaho,Valley,3351,FALSE,TRUE,America/Boise,83638 83635,1840019964
Meridian,ID,Idaho,Ada,99926,FALSE,TRUE,America/Boise,83646 83642 83680,1840020046
Castleford,ID,Idaho,Twin Falls,245,FALSE,TRUE,America/Boise,83321,1840018678
Worley,ID,Idaho,Kootenai,261,FALSE,TRUE,America/Los_Angeles,83876,1840021100
Elk River,ID,Idaho,Clearwater,122,FALSE,TRUE,America/Los_Angeles,83827,1840019875
Fruitland,ID,Idaho,Payette,5234,FALSE,TRUE,America/Boise,83619,1840020013
Notus,ID,Idaho,Canyon,621,FALSE,TRUE,America/Boise,83607 83656,1840020042
Hayden,ID,Idaho,Kootenai,14693,FALSE,TRUE,America/Los_Angeles,83835,1840019808
Riggins,ID,Idaho,Idaho,413,FALSE,TRUE,America/Boise,83549,1840019894
Mountain Home,ID,Idaho,Elmore,16552,FALSE,TRUE,America/Boise,83647,1840020017
Pinehurst,ID,Idaho,Shoshone,1585,FALSE,TRUE,America/Los_Angeles,83850,1840019800
Atomic City,ID,Idaho,Bingham,26,FALSE,TRUE,America/Boise,83215,1840018648
Hamer,ID,Idaho,Jefferson,96,FALSE,TRUE,America/Boise,83425,1840020018
Kuna,ID,Idaho,Ada,19230,FALSE,TRUE,America/Boise,83634 83642,1840020047
Hollister,ID,Idaho,Twin Falls,286,FALSE,TRUE,America/Boise,83301,1840020082
Lewiston,ID,Idaho,Nez Perce,53436,FALSE,TRUE,America/Los_Angeles,83501,1840019897
Menan,ID,Idaho,Jefferson,794,FALSE,TRUE,America/Boise,83434,1840020023
Horseshoe Bend,ID,Idaho,Boise,716,FALSE,TRUE,America/Boise,83629,1840020005
Ammon,ID,Idaho,Bonneville,15540,FALSE,TRUE,America/Boise,83401 83406 83403,1840018643
St. Anthony,ID,Idaho,Fremont,3709,FALSE,TRUE,America/Boise,83445,1840021255
Bennington,ID,Idaho,Bear Lake,253,FALSE,FALSE,America/Boise,83254,1840024095
Midvale,ID,Idaho,Washington,157,FALSE,TRUE,America/Boise,83645,1840019986
Downey,ID,Idaho,Bannock,621,FALSE,TRUE,America/Boise,83234,1840018670
Weiser,ID,Idaho,Washington,5513,FALSE,TRUE,America/Boise,83672,1840021250
Wendell,ID,Idaho,Gooding,2677,FALSE,TRUE,America/Boise,83355,1840021296
Moscow,ID,Idaho,Latah,25579,FALSE,TRUE,America/Los_Angeles,83843 83844,1840019868
Idaho Falls,ID,Idaho,Bonneville,97548,FALSE,TRUE,America/Boise,83401 83402 83404 83415,1840018644
Peck,ID,Idaho,Nez Perce,197,FALSE,TRUE,America/Los_Angeles,83545,1840019898
Grace,ID,Idaho,Caribou,921,FALSE,TRUE,America/Boise,83241,1840020073
White Bird,ID,Idaho,Idaho,90,FALSE,TRUE,America/Los_Angeles,83554,1840021171
Princeton,ID,Idaho,Latah,86,FALSE,FALSE,America/Los_Angeles,83857,1840023849
Roberts,ID,Idaho,Jefferson,592,FALSE,TRUE,America/Boise,83444,1840020022
Rockford Bay,ID,Idaho,Kootenai,331,FALSE,FALSE,America/Los_Angeles,83814,1840023789
Payette,ID,Idaho,Payette,7434,FALSE,TRUE,America/Boise,83661,1840020015
Stites,ID,Idaho,Idaho,228,FALSE,TRUE,America/Los_Angeles,83552,1840021170
Emmett,ID,Idaho,Gem,9573,FALSE,TRUE,America/Boise,83617,1840020000
Huetter,ID,Idaho,Kootenai,109,FALSE,TRUE,America/Los_Angeles,83814 83854,1840019810
Georgetown,ID,Idaho,Bear Lake,501,FALSE,TRUE,America/Boise,83239,1840029706
Preston,ID,Idaho,Franklin,4477,FALSE,TRUE,America/Boise,83263,1840020099
Shoshone,ID,Idaho,Lincoln,1502,FALSE,TRUE,America/Boise,83352,1840021295
Arbon Valley,ID,Idaho,Power,587,FALSE,TRUE,America/Boise,83204,1840036681
Conkling Park,ID,Idaho,Kootenai,75,FALSE,FALSE,America/Los_Angeles,83876,1840023788
Malta,ID,Idaho,Cassia,200,FALSE,TRUE,America/Boise,83342,1840020088
Victor,ID,Idaho,Teton,2145,FALSE,TRUE,America/Boise,83455,1840021273
Juliaetta,ID,Idaho,Latah,595,FALSE,TRUE,America/Los_Angeles,83535,1840018461
East Hope,ID,Idaho,Bonner,218,FALSE,TRUE,America/Los_Angeles,83836,1840019768
Blackfoot,ID,Idaho,Bingham,15382,FALSE,TRUE,America/Boise,83221,1840018650
Banks,ID,Idaho,Boise,0,FALSE,FALSE,America/Boise,83602,1840023990
St. Maries,ID,Idaho,Benewah,2653,FALSE,TRUE,America/Los_Angeles,83861,1840021126
Mullan,ID,Idaho,Shoshone,675,FALSE,TRUE,America/Los_Angeles,83846,1840019798
Butte City,ID,Idaho,Butte,67,FALSE,TRUE,America/Boise,83213,1840018628
Dayton,ID,Idaho,Franklin,480,FALSE,TRUE,America/Boise,83286 83232,1840018689
Dover,ID,Idaho,Bonner,735,FALSE,TRUE,America/Los_Angeles,83864 83825,1840018364
Parker,ID,Idaho,Fremont,297,FALSE,TRUE,America/Boise,83445,1840019996
Hagerman,ID,Idaho,Gooding,872,FALSE,TRUE,America/Boise,83332,1840020064
Marsing,ID,Idaho,Owyhee,1298,FALSE,TRUE,America/Boise,83639,1840020050
Nezperce,ID,Idaho,Lewis,476,FALSE,TRUE,America/Los_Angeles,83543,1840019902
Bliss,ID,Idaho,Gooding,306,FALSE,TRUE,America/Boise,83314,1840018664
Nampa,ID,Idaho,Canyon,173863,FALSE,TRUE,America/Boise,83651 83686 83687,1840020041
Hope,ID,Idaho,Bonner,90,FALSE,TRUE,America/Los_Angeles,83836,1840019769
Rockford,ID,Idaho,Bingham,276,FALSE,FALSE,America/Boise,83221,1840024026
Heyburn,ID,Idaho,Minidoka,3329,FALSE,TRUE,America/Boise,83336,1840020065
Hazelton,ID,Idaho,Jerome,809,FALSE,TRUE,America/Boise,83335,1840020086
Ucon,ID,Idaho,Bonneville,1144,FALSE,TRUE,America/Boise,83454 83401,1840021281
Coeur d'Alene,ID,Idaho,Kootenai,112935,FALSE,TRUE,America/Los_Angeles,83815 83814 83816,1840018402
Oldtown,ID,Idaho,Bonner,194,FALSE,TRUE,America/Los_Angeles,83822,1840019770
Stanley,ID,Idaho,Custer,68,FALSE,TRUE,America/Boise,83278,1840021249
Aberdeen,ID,Idaho,Bingham,1950,FALSE,TRUE,America/Boise,83210,1840018647
