city,state_id,state_name,county_name,population,military,incorporated,timezone,zips,id
Green Bay,WI,Wisconsin,Brown,208625,FALSE,TRUE,America/Chicago,54311 54302 54304 54303 54301 54305 54306 54308,1840002344
Browntown,WI,Wisconsin,Green,273,FALSE,TRUE,America/Chicago,53522,1840002462
Barron,WI,Wisconsin,Barron,3190,FALSE,TRUE,America/Chicago,54812,1840002069
Prairie du Sac,WI,Wisconsin,Sauk,8523,FALSE,TRUE,America/Chicago,53578,1840002726
Suamico,WI,Wisconsin,Brown,12816,FALSE,TRUE,America/Chicago,54173 54313,1840000309
Hancock,WI,Wisconsin,Waushara,406,FALSE,TRUE,America/Chicago,54943,1840002237
Ettrick,WI,Wisconsin,Trempealeau,517,FALSE,TRUE,America/Chicago,54627,1840002390
Ridgeland,WI,Wisconsin,Dunn,275,FALSE,TRUE,America/Chicago,54763,1840002147
Stockholm,WI,Wisconsin,Pepin,64,FALSE,TRUE,America/Chicago,54769,1840002350
Weyauwega,WI,Wisconsin,Waupaca,1817,FALSE,TRUE,America/Chicago,54983,1840002354
Cross Plains,WI,Wisconsin,Dane,4241,FALSE,TRUE,America/Chicago,53528,1840002911
Jackson,WI,Wisconsin,Washington,7107,FALSE,TRUE,America/Chicago,53037,1840002832
Barronett,WI,Wisconsin,Barron,137,FALSE,FALSE,America/Chicago,54813,1840025301
Okauchee Lake,WI,Wisconsin,Waukesha,4399,FALSE,FALSE,America/Chicago,53069 53066,1840004353
Cobb,WI,Wisconsin,Iowa,451,FALSE,TRUE,America/Chicago,53526,1840002958
Eagle,WI,Wisconsin,Waukesha,2076,FALSE,TRUE,America/Chicago,53119,1840003019
Eagle Lake,WI,Wisconsin,Racine,1149,FALSE,FALSE,America/Chicago,53139,1840004480
Birch Hill,WI,Wisconsin,Ashland,327,FALSE,TRUE,America/Chicago,54559,1840042154
Tomahawk,WI,Wisconsin,Lincoln,2737,FALSE,TRUE,America/Chicago,54487,1840001561
Ripon,WI,Wisconsin,Fond du Lac,8008,FALSE,TRUE,America/Chicago,54971,1840002609
Gordon,WI,Wisconsin,Douglas,213,FALSE,FALSE,America/Chicago,54838,1840026065
Merrill,WI,Wisconsin,Lincoln,9750,FALSE,TRUE,America/Chicago,54452,1840001562
Potter,WI,Wisconsin,Calumet,242,FALSE,TRUE,America/Chicago,54110 54160,1840002523
Lac La Belle,WI,Wisconsin,Waukesha,292,FALSE,TRUE,America/Chicago,53066 53036,1840003010
Cottage Grove,WI,Wisconsin,Dane,6939,FALSE,TRUE,America/Chicago,53527,1840002910
Ashwaubenon,WI,Wisconsin,Brown,17271,FALSE,TRUE,America/Chicago,54313 54115 54304,1840002342
Balsam Lake,WI,Wisconsin,Polk,981,FALSE,TRUE,America/Chicago,54810,1840002050
Curtiss,WI,Wisconsin,Clark,212,FALSE,TRUE,America/Chicago,54422,1840002252
Sandy Hook,WI,Wisconsin,Grant,405,FALSE,FALSE,America/Chicago,53811,1840025450
Glenbeulah,WI,Wisconsin,Sheboygan,459,FALSE,TRUE,America/Chicago,53073 53023,1840002618
Taycheedah,WI,Wisconsin,Fond du Lac,908,FALSE,FALSE,America/Chicago,54937 54935,1840024010
Hartford,WI,Wisconsin,Washington,15064,FALSE,TRUE,America/Chicago,53027,1840002831
St. Cloud,WI,Wisconsin,Fond du Lac,463,FALSE,TRUE,America/Chicago,53079,1840002611
Milton,WI,Wisconsin,Rock,5581,FALSE,TRUE,America/Chicago,53563,1840002473
West Salem,WI,Wisconsin,La Crosse,5026,FALSE,TRUE,America/Chicago,54669,1840002575
Tigerton,WI,Wisconsin,Shawano,709,FALSE,TRUE,America/Chicago,54486,1840002258
Washburn,WI,Wisconsin,Bayfield,2048,FALSE,TRUE,America/Chicago,54891,1840003913
Adell,WI,Wisconsin,Sheboygan,511,FALSE,TRUE,America/Chicago,53001,1840002622
Wausaukee,WI,Wisconsin,Marinette,561,FALSE,TRUE,America/Chicago,54177,1840003927
Phillips,WI,Wisconsin,Price,1361,FALSE,TRUE,America/Chicago,54555,1840002011
Goodman,WI,Wisconsin,Marinette,237,FALSE,FALSE,America/Chicago,54125,1840026081
Jefferson,WI,Wisconsin,Jefferson,8015,FALSE,TRUE,America/Chicago,53549,1840003001
Spring Valley,WI,Wisconsin,Pierce,1372,FALSE,TRUE,America/Chicago,54767,1840002282
White Lake,WI,Wisconsin,Langlade,347,FALSE,TRUE,America/Chicago,54491,1840001566
Verona,WI,Wisconsin,Dane,13107,FALSE,TRUE,America/Chicago,53593,1840002903
Fox Lake,WI,Wisconsin,Dodge,1460,FALSE,TRUE,America/Chicago,53933,1840002737
Valders,WI,Wisconsin,Manitowoc,925,FALSE,TRUE,America/Chicago,54245,1840002207
Wauzeka,WI,Wisconsin,Crawford,728,FALSE,TRUE,America/Chicago,53826,1840002883
Hurley,WI,Wisconsin,Iron,1441,FALSE,TRUE,America/Menominee,54534,1840001952
Madison,WI,Wisconsin,Dane,439553,FALSE,TRUE,America/Chicago,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53789 53790 53793 53794,1840002915
West Allis,WI,Wisconsin,Milwaukee,59934,FALSE,TRUE,America/Chicago,53219 53214 53227,1840003034
Maine,WI,Wisconsin,Marathon,2348,FALSE,TRUE,America/Chicago,54401 54452,1840038104
Hustler,WI,Wisconsin,Juneau,189,FALSE,TRUE,America/Chicago,54637 54618,1840002226
Amery,WI,Wisconsin,Polk,2754,FALSE,TRUE,America/Chicago,54001,1840002049
Caroline,WI,Wisconsin,Shawano,228,FALSE,FALSE,America/Chicago,54928,1840023919
Reeseville,WI,Wisconsin,Dodge,679,FALSE,TRUE,America/Chicago,53579,1840002745
Iron River,WI,Wisconsin,Bayfield,764,FALSE,FALSE,America/Chicago,54847,1840026071
Bagley,WI,Wisconsin,Grant,374,FALSE,TRUE,America/Chicago,53801,1840002964
Gratiot,WI,Wisconsin,Lafayette,233,FALSE,TRUE,America/Chicago,53541,1840002499
Osceola,WI,Wisconsin,Polk,3508,FALSE,TRUE,America/Chicago,54020,1840002057
Neopit,WI,Wisconsin,Menominee,908,FALSE,FALSE,America/Chicago,54150,1840004030
New Glarus,WI,Wisconsin,Green,2152,FALSE,TRUE,America/Chicago,53574,1840002466
Stanley,WI,Wisconsin,Chippewa,3499,FALSE,TRUE,America/Chicago,54768,1840002105
Stetsonville,WI,Wisconsin,Taylor,520,FALSE,TRUE,America/Chicago,54480,1840001568
Montello,WI,Wisconsin,Marquette,1445,FALSE,TRUE,America/Chicago,53949,1840002595
Prentice,WI,Wisconsin,Price,612,FALSE,TRUE,America/Chicago,54556,1840002012
Mondovi,WI,Wisconsin,Buffalo,2632,FALSE,TRUE,America/Chicago,54755,1840002381
Herbster,WI,Wisconsin,Bayfield,87,FALSE,FALSE,America/Chicago,54844,1840026070
Clayton,WI,Wisconsin,Polk,550,FALSE,TRUE,America/Chicago,54004,1840002052
Como,WI,Wisconsin,Walworth,2479,FALSE,FALSE,America/Chicago,53147,1840004478
Brown Deer,WI,Wisconsin,Milwaukee,11964,FALSE,TRUE,America/Chicago,53209 53223,1840003041
Woodruff,WI,Wisconsin,Oneida,605,FALSE,FALSE,America/Chicago,54568,1840025295
Boaz,WI,Wisconsin,Richland,150,FALSE,TRUE,America/Chicago,53573 53581,1840002817
Marquette,WI,Wisconsin,Green Lake,152,FALSE,TRUE,America/Chicago,53946 53947,1840002592
Endeavor,WI,Wisconsin,Marquette,461,FALSE,TRUE,America/Chicago,53930,1840000335
Mauston,WI,Wisconsin,Juneau,4371,FALSE,TRUE,America/Chicago,53948,1840002230
Oliver,WI,Wisconsin,Douglas,410,FALSE,TRUE,America/Chicago,54880,1840003911
Howard,WI,Wisconsin,Brown,19634,FALSE,TRUE,America/Chicago,54313 54303,1840002345
Port Edwards,WI,Wisconsin,Wood,1778,FALSE,TRUE,America/Chicago,54469 54495 54494,1840002340
Fox Crossing,WI,Wisconsin,Winnebago,10980,FALSE,TRUE,America/Chicago,54952 54956,1840038105
Westboro,WI,Wisconsin,Taylor,145,FALSE,FALSE,America/Chicago,54490,1840025309
Gays Mills,WI,Wisconsin,Crawford,518,FALSE,TRUE,America/Chicago,54631,1840002884
Sobieski,WI,Wisconsin,Oconto,366,FALSE,FALSE,America/Chicago,54171 54141,1840025314
Spooner,WI,Wisconsin,Washburn,2588,FALSE,TRUE,America/Chicago,54801,1840002002
Elderon,WI,Wisconsin,Marathon,179,FALSE,TRUE,America/Chicago,54427 54499 54429,1840002165
Big Bend,WI,Wisconsin,Waukesha,1378,FALSE,TRUE,America/Chicago,53189 53103,1840003015
Lannon,WI,Wisconsin,Waukesha,1200,FALSE,TRUE,America/Chicago,53046,1840003014
Glen Flora,WI,Wisconsin,Rusk,87,FALSE,TRUE,America/Chicago,54526 54563,1840024189
Eureka,WI,Wisconsin,Winnebago,560,FALSE,FALSE,America/Chicago,54963 54934,1840025389
Poplar,WI,Wisconsin,Douglas,602,FALSE,TRUE,America/Chicago,54864,1840003912
Sturgeon Bay,WI,Wisconsin,Door,8405,FALSE,TRUE,America/Chicago,54235,1840003935
Tainter Lake,WI,Wisconsin,Dunn,2638,FALSE,FALSE,America/Chicago,54751 54730,1840004024
Abbotsford,WI,Wisconsin,Clark,3888,FALSE,TRUE,America/Chicago,54405 54421,1840002168
Harrison,WI,Wisconsin,Calumet,9941,FALSE,TRUE,America/Chicago,54952 54169 54130 54915 54129,1840038103
Darien,WI,Wisconsin,Walworth,1594,FALSE,TRUE,America/Chicago,53114,1840002482
Glidden,WI,Wisconsin,Ashland,380,FALSE,FALSE,America/Chicago,54527,1840026074
Sheldon,WI,Wisconsin,Rusk,218,FALSE,TRUE,America/Chicago,54766,1840002076
Kimberly,WI,Wisconsin,Outagamie,6790,FALSE,TRUE,America/Chicago,54136 54915,1840002404
Greenbush,WI,Wisconsin,Sheboygan,135,FALSE,FALSE,America/Chicago,53023,1840025423
Iola,WI,Wisconsin,Waupaca,1243,FALSE,TRUE,America/Chicago,54945 54990,1840002356
Yuba,WI,Wisconsin,Richland,69,FALSE,TRUE,America/Chicago,54634,1840002816
North Fond du Lac,WI,Wisconsin,Fond du Lac,5070,FALSE,TRUE,America/Chicago,54937,1840002607
Allouez,WI,Wisconsin,Brown,13886,FALSE,TRUE,America/Chicago,54307 54301 54324,1840002346
Dunbar,WI,Wisconsin,Marinette,74,FALSE,FALSE,America/Chicago,54119,1840026080
Auburndale,WI,Wisconsin,Wood,671,FALSE,TRUE,America/Chicago,54412,1840002331
Soldiers Grove,WI,Wisconsin,Crawford,550,FALSE,TRUE,America/Chicago,54655,1840002881
La Farge,WI,Wisconsin,Vernon,763,FALSE,TRUE,America/Chicago,54639,1840002692
McFarland,WI,Wisconsin,Dane,8449,FALSE,TRUE,America/Chicago,53558,1840002914
Waumandee,WI,Wisconsin,Buffalo,77,FALSE,FALSE,America/Chicago,54622,1840025360
Potosi,WI,Wisconsin,Grant,670,FALSE,TRUE,America/Chicago,53820,1840002982
Fall River,WI,Wisconsin,Columbia,1704,FALSE,TRUE,America/Chicago,53932,1840002706
Cambridge,WI,Wisconsin,Jefferson,2685,FALSE,TRUE,America/Chicago,53523,1840002909
Gresham,WI,Wisconsin,Shawano,566,FALSE,TRUE,America/Chicago,54128,1840002260
Zoar,WI,Wisconsin,Menominee,94,FALSE,FALSE,America/Chicago,54150,1840006753
Wrightstown,WI,Wisconsin,Brown,3040,FALSE,TRUE,America/Chicago,54180,1840002343
Two Rivers,WI,Wisconsin,Manitowoc,11153,FALSE,TRUE,America/Chicago,54241,1840002206
Somerset,WI,Wisconsin,St. Croix,2743,FALSE,TRUE,America/Chicago,54025,1840002129
Delavan Lake,WI,Wisconsin,Walworth,2467,FALSE,FALSE,America/Chicago,53115,1840004479
Clintonville,WI,Wisconsin,Waupaca,4285,FALSE,TRUE,America/Chicago,54929,1840002358
Stoddard,WI,Wisconsin,Vernon,822,FALSE,TRUE,America/Chicago,54658,1840002687
Benton,WI,Wisconsin,Lafayette,947,FALSE,TRUE,America/Chicago,53803,1840003096
Wisconsin Dells,WI,Wisconsin,Columbia,2978,FALSE,TRUE,America/Chicago,53965,1840002703
Rhinelander,WI,Wisconsin,Oneida,8738,FALSE,TRUE,America/Chicago,54501,1840002046
Redgranite,WI,Wisconsin,Waushara,2138,FALSE,TRUE,America/Chicago,54970,1840002241
Taylor,WI,Wisconsin,Jackson,470,FALSE,TRUE,America/Chicago,54659,1840002394
Sextonville,WI,Wisconsin,Richland,371,FALSE,FALSE,America/Chicago,53581 53556 53584,1840025442
Rock Springs,WI,Wisconsin,Sauk,363,FALSE,TRUE,America/Chicago,53961,1840002728
Angelica,WI,Wisconsin,Shawano,99,FALSE,FALSE,America/Chicago,54162,1840023918
Franks Field,WI,Wisconsin,Ashland,173,FALSE,TRUE,America/Chicago,54806,1840042159
Coloma,WI,Wisconsin,Waushara,446,FALSE,TRUE,America/Chicago,54930,1840002238
Fond du Lac,WI,Wisconsin,Fond du Lac,54629,FALSE,TRUE,America/Chicago,54937 54935 54936,1840002603
Dousman,WI,Wisconsin,Waukesha,2314,FALSE,TRUE,America/Chicago,53118,1840003018
Thorp,WI,Wisconsin,Clark,1623,FALSE,TRUE,America/Chicago,54771,1840002176
Cameron,WI,Wisconsin,Barron,1784,FALSE,TRUE,America/Chicago,54822,1840002070
Rib Lake,WI,Wisconsin,Taylor,879,FALSE,TRUE,America/Chicago,54470,1840001572
Richland Center,WI,Wisconsin,Richland,4841,FALSE,TRUE,America/Chicago,53581,1840024306
Somers,WI,Wisconsin,Kenosha,8289,FALSE,TRUE,America/Chicago,53144 53140 53171,1840038024
Osseo,WI,Wisconsin,Trempealeau,1675,FALSE,TRUE,America/Chicago,54758,1840002392
Frederic,WI,Wisconsin,Polk,1103,FALSE,TRUE,America/Chicago,54837,1840002048
Oakfield,WI,Wisconsin,Fond du Lac,1070,FALSE,TRUE,America/Chicago,53065,1840002608
Alma,WI,Wisconsin,Buffalo,715,FALSE,TRUE,America/Chicago,54622 54610,1840002379
Cable,WI,Wisconsin,Bayfield,207,FALSE,FALSE,America/Chicago,54821,1840026066
Potter Lake,WI,Wisconsin,Walworth,1174,FALSE,FALSE,America/Chicago,53120,1840004477
Bangor,WI,Wisconsin,La Crosse,1471,FALSE,TRUE,America/Chicago,54614,1840002578
Kenosha,WI,Wisconsin,Kenosha,124888,FALSE,TRUE,America/Chicago,53144 53140 53142 53143 53141,1840003160
Marion,WI,Wisconsin,Waupaca,1199,FALSE,TRUE,America/Chicago,54950,1840002360
Kiel,WI,Wisconsin,Manitowoc,6974,FALSE,TRUE,America/Chicago,53042,1840002210
Dickeyville,WI,Wisconsin,Grant,1024,FALSE,TRUE,America/Chicago,53807 53808,1840002975
Dalton,WI,Wisconsin,Green Lake,239,FALSE,FALSE,America/Chicago,53926,1840025401
Augusta,WI,Wisconsin,Eau Claire,1514,FALSE,TRUE,America/Chicago,54722,1840002292
Boyceville,WI,Wisconsin,Dunn,1096,FALSE,TRUE,America/Chicago,54725,1840000291
Blanchardville,WI,Wisconsin,Lafayette,798,FALSE,TRUE,America/Chicago,53516,1840003097
Merrillan,WI,Wisconsin,Jackson,527,FALSE,TRUE,America/Chicago,54754,1840002399
Milltown,WI,Wisconsin,Polk,882,FALSE,TRUE,America/Chicago,54858,1840002056
Random Lake,WI,Wisconsin,Sheboygan,1573,FALSE,TRUE,America/Chicago,53075,1840002627
Racine,WI,Wisconsin,Racine,131467,FALSE,TRUE,America/Chicago,53405 53404 53406 53403 53402 53401 53407 53408,1840002493
Prairie Farm,WI,Wisconsin,Barron,443,FALSE,TRUE,America/Chicago,54762,1840002074
Pleasant Prairie,WI,Wisconsin,Kenosha,20762,FALSE,TRUE,America/Chicago,53142 53158,1840003163
Arena,WI,Wisconsin,Iowa,827,FALSE,TRUE,America/Chicago,53503,1840002953
Conrath,WI,Wisconsin,Rusk,93,FALSE,TRUE,America/Chicago,54731,1840024171
Blue Mounds,WI,Wisconsin,Dane,971,FALSE,TRUE,America/Chicago,53517,1840002908
West Milwaukee,WI,Wisconsin,Milwaukee,4157,FALSE,TRUE,America/Chicago,53219 53214 53215 53234,1840003035
Luck,WI,Wisconsin,Polk,1063,FALSE,TRUE,America/Chicago,54853,1840002055
Cataract,WI,Wisconsin,Monroe,168,FALSE,FALSE,America/Chicago,54656,1840025396
Florence,WI,Wisconsin,Florence,562,FALSE,FALSE,America/Chicago,54121,1840025288
Keshena,WI,Wisconsin,Menominee,1400,FALSE,FALSE,America/Chicago,54135,1840004028
Chain O' Lakes,WI,Wisconsin,Waupaca,967,FALSE,FALSE,America/Chicago,54981,1840023954
Linden,WI,Wisconsin,Iowa,534,FALSE,TRUE,America/Chicago,53553,1840002960
North Hudson,WI,Wisconsin,St. Croix,3798,FALSE,TRUE,America/Chicago,54016,1840002139
Genoa City,WI,Wisconsin,Walworth,3010,FALSE,TRUE,America/Chicago,53128,1840002478
Withee,WI,Wisconsin,Clark,476,FALSE,TRUE,America/Chicago,54498,1840002178
Avoca,WI,Wisconsin,Iowa,628,FALSE,TRUE,America/Chicago,53506,1840002954
Rosendale,WI,Wisconsin,Fond du Lac,1036,FALSE,TRUE,America/Chicago,54974,1840002610
Egg Harbor,WI,Wisconsin,Door,202,FALSE,TRUE,America/Chicago,54209,1840003936
Eden,WI,Wisconsin,Fond du Lac,900,FALSE,TRUE,America/Chicago,53019,1840002605
Lynxville,WI,Wisconsin,Crawford,127,FALSE,TRUE,America/Chicago,54626,1840002888
Forest Junction,WI,Wisconsin,Calumet,759,FALSE,FALSE,America/Chicago,54110 54123 54129,1840023996
Niagara,WI,Wisconsin,Marinette,1553,FALSE,TRUE,America/Menominee,54151,1840003931
Sayner,WI,Wisconsin,Vilas,179,FALSE,FALSE,America/Chicago,54560,1840025277
Solon Springs,WI,Wisconsin,Douglas,594,FALSE,TRUE,America/Chicago,54873,1840003909
Boulder Junction,WI,Wisconsin,Vilas,126,FALSE,FALSE,America/Chicago,54512,1840025276
Brice Prairie,WI,Wisconsin,La Crosse,2045,FALSE,FALSE,America/Chicago,54650,1840004158
Jump River,WI,Wisconsin,Taylor,20,FALSE,FALSE,America/Chicago,54766,1840025308
Kellnersville,WI,Wisconsin,Manitowoc,322,FALSE,TRUE,America/Chicago,54230 54247,1840002209
Navarino,WI,Wisconsin,Shawano,162,FALSE,FALSE,America/Chicago,54107,1840023922
Kewaskum,WI,Wisconsin,Washington,4120,FALSE,TRUE,America/Chicago,53040,1840002833
Argyle,WI,Wisconsin,Lafayette,822,FALSE,TRUE,America/Chicago,53504,1840002496
Chaseburg,WI,Wisconsin,Vernon,296,FALSE,TRUE,America/Chicago,54621,1840002693
Darlington,WI,Wisconsin,Lafayette,2363,FALSE,TRUE,America/Chicago,53530,1840003098
Milwaukee,WI,Wisconsin,Milwaukee,1377808,FALSE,TRUE,America/Chicago,53203 53202 53207 53206 53205 53204 53209 53208 53233 53211 53218 53219 53214 53215 53216 53210 53212 53213 53295 53225 53224 53227 53226 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293,1840003046
Mount Horeb,WI,Wisconsin,Dane,7407,FALSE,TRUE,America/Chicago,53572,1840002921
Hortonville,WI,Wisconsin,Outagamie,2767,FALSE,TRUE,America/Chicago,54944,1840002402
Lake Mills,WI,Wisconsin,Jefferson,6799,FALSE,TRUE,America/Chicago,53551,1840003003
Edmund,WI,Wisconsin,Iowa,167,FALSE,FALSE,America/Chicago,53533,1840025447
Lowell,WI,Wisconsin,Dodge,325,FALSE,TRUE,America/Chicago,53557,1840002741
Oxford,WI,Wisconsin,Marquette,600,FALSE,TRUE,America/Chicago,53952,1840002597
St. Francis,WI,Wisconsin,Milwaukee,9442,FALSE,TRUE,America/Chicago,53235,1840003049
Elkhart Lake,WI,Wisconsin,Sheboygan,1015,FALSE,TRUE,America/Chicago,53020,1840002621
Star Prairie,WI,Wisconsin,St. Croix,560,FALSE,TRUE,America/Chicago,54026,1840002130
Genoa,WI,Wisconsin,Vernon,263,FALSE,TRUE,America/Chicago,54632,1840002690
Friendship,WI,Wisconsin,Adams,653,FALSE,TRUE,America/Chicago,53934,1840002233
Medford,WI,Wisconsin,Taylor,4022,FALSE,TRUE,America/Chicago,54451,1840001571
Pardeeville,WI,Wisconsin,Columbia,2067,FALSE,TRUE,America/Chicago,53954,1840002711
Randolph,WI,Wisconsin,Columbia,1762,FALSE,TRUE,America/Chicago,53956 53957,1840002744
Forestville,WI,Wisconsin,Door,410,FALSE,TRUE,America/Chicago,54213,1840003937
Beaver Dam,WI,Wisconsin,Dodge,18003,FALSE,TRUE,America/Chicago,53916,1840002738
Kieler,WI,Wisconsin,Grant,433,FALSE,FALSE,America/Chicago,53807 53812,1840025449
Elcho,WI,Wisconsin,Langlade,299,FALSE,FALSE,America/Chicago,54428,1840025302
Belleville,WI,Wisconsin,Dane,2425,FALSE,TRUE,America/Chicago,53508,1840002906
Post Lake,WI,Wisconsin,Langlade,254,FALSE,FALSE,America/Chicago,54428,1840025303
Little Sturgeon,WI,Wisconsin,Door,219,FALSE,FALSE,America/Chicago,54235,1840026085
Ellison Bay,WI,Wisconsin,Door,198,FALSE,FALSE,America/Chicago,54210,1840026084
Mount Pleasant,WI,Wisconsin,Racine,26525,FALSE,TRUE,America/Chicago,53405 53406 53403 53177,1840038102
Hebron,WI,Wisconsin,Jefferson,165,FALSE,FALSE,America/Chicago,53538,1840004347
Arlington,WI,Wisconsin,Columbia,814,FALSE,TRUE,America/Chicago,53911,1840002702
King,WI,Wisconsin,Waupaca,1788,FALSE,FALSE,America/Chicago,54946 54981,1840023955
Knapp,WI,Wisconsin,Dunn,458,FALSE,TRUE,America/Chicago,54749,1840002142
Prescott,WI,Wisconsin,Pierce,4166,FALSE,TRUE,America/Chicago,54021,1840002288
Dane,WI,Wisconsin,Dane,1136,FALSE,TRUE,America/Chicago,53529,1840002912
Lake Sherwood,WI,Wisconsin,Adams,333,FALSE,TRUE,America/Chicago,54457,1840042467
Buffalo City,WI,Wisconsin,Buffalo,971,FALSE,TRUE,America/Chicago,54622,1840002377
Delafield,WI,Wisconsin,Waukesha,7526,FALSE,TRUE,America/Chicago,53018 53058 53029,1840003017
Millston,WI,Wisconsin,Jackson,102,FALSE,FALSE,America/Chicago,54643 54615,1840025363
Mountain,WI,Wisconsin,Oconto,286,FALSE,FALSE,America/Chicago,54149,1840025313
Wilson,WI,Wisconsin,St. Croix,186,FALSE,TRUE,America/Chicago,54027,1840002131
Rochester,WI,Wisconsin,Racine,3807,FALSE,TRUE,America/Chicago,53167 53105 53138,1840002494
Glenwood City,WI,Wisconsin,St. Croix,1213,FALSE,TRUE,America/Chicago,54013,1840002133
Readstown,WI,Wisconsin,Vernon,415,FALSE,TRUE,America/Chicago,54652,1840002697
Sherwood,WI,Wisconsin,Calumet,2985,FALSE,TRUE,America/Chicago,54952 54169,1840002247
Waupaca,WI,Wisconsin,Waupaca,7521,FALSE,TRUE,America/Chicago,54981,1840002353
Brooklyn,WI,Wisconsin,Green,1456,FALSE,TRUE,America/Chicago,53521,1840002461
Waubeka,WI,Wisconsin,Ozaukee,753,FALSE,FALSE,America/Chicago,53080 53021,1840024030
Green Lake,WI,Wisconsin,Green Lake,926,FALSE,TRUE,America/Chicago,54941,1840002588
Radisson,WI,Wisconsin,Sawyer,230,FALSE,TRUE,America/Chicago,54867,1840002000
Ogema,WI,Wisconsin,Price,152,FALSE,FALSE,America/Chicago,54459,1840025291
Cazenovia,WI,Wisconsin,Richland,319,FALSE,TRUE,America/Chicago,53924,1840002818
Mount Calvary,WI,Wisconsin,Fond du Lac,748,FALSE,TRUE,America/Chicago,53057,1840002606
Mosinee,WI,Wisconsin,Marathon,4002,FALSE,TRUE,America/Chicago,54455,1840002171
Downsville,WI,Wisconsin,Dunn,106,FALSE,FALSE,America/Chicago,54751 54735,1840025322
Tunnel City,WI,Wisconsin,Monroe,148,FALSE,FALSE,America/Chicago,54660,1840024275
Hazel Green,WI,Wisconsin,Grant,1233,FALSE,TRUE,America/Chicago,53811,1840002967
Colby,WI,Wisconsin,Clark,1831,FALSE,TRUE,America/Chicago,54421,1840002251
Ingram,WI,Wisconsin,Rusk,74,FALSE,TRUE,America/Chicago,54526,1840024196
Newald,WI,Wisconsin,Forest,145,FALSE,FALSE,America/Chicago,54511,1840025286
Strum,WI,Wisconsin,Trempealeau,1097,FALSE,TRUE,America/Chicago,54770,1840002384
Lake Ivanhoe,WI,Wisconsin,Walworth,515,FALSE,TRUE,America/Chicago,53105,1840042465
Lyndon Station,WI,Wisconsin,Juneau,482,FALSE,TRUE,America/Chicago,53944,1840002229
Winneconne,WI,Wisconsin,Winnebago,3713,FALSE,TRUE,America/Chicago,54986,1840002242
Baldwin,WI,Wisconsin,St. Croix,5894,FALSE,TRUE,America/Chicago,54002,1840002136
Diamond Bluff,WI,Wisconsin,Pierce,190,FALSE,FALSE,America/Chicago,54014,1840025342
Grand Marsh,WI,Wisconsin,Adams,159,FALSE,FALSE,America/Chicago,53936,1840025382
Pembine,WI,Wisconsin,Marinette,123,FALSE,FALSE,America/Chicago,54156,1840026082
Union Grove,WI,Wisconsin,Racine,7033,FALSE,TRUE,America/Chicago,53182,1840002487
Hales Corners,WI,Wisconsin,Milwaukee,7642,FALSE,TRUE,America/Chicago,53130,1840003040
Winchester,WI,Wisconsin,Winnebago,637,FALSE,FALSE,America/Chicago,54947,1840025391
Oostburg,WI,Wisconsin,Sheboygan,2829,FALSE,TRUE,America/Chicago,53070,1840002625
Ixonia,WI,Wisconsin,Jefferson,1931,FALSE,FALSE,America/Chicago,53036,1840004349
Necedah,WI,Wisconsin,Juneau,916,FALSE,TRUE,America/Chicago,54646,1840002231
Newburg,WI,Wisconsin,Washington,1227,FALSE,TRUE,America/Chicago,53090 53095 53060,1840002834
Friesland,WI,Wisconsin,Columbia,346,FALSE,TRUE,America/Chicago,53935,1840002705
Shorewood,WI,Wisconsin,Milwaukee,13338,FALSE,TRUE,America/Chicago,53211,1840003031
Dorchester,WI,Wisconsin,Clark,868,FALSE,TRUE,America/Chicago,54425,1840002253
Wheeler,WI,Wisconsin,Dunn,336,FALSE,TRUE,America/Chicago,54772,1840002141
Park Falls,WI,Wisconsin,Price,2254,FALSE,TRUE,America/Chicago,54552,1840002010
Brillion,WI,Wisconsin,Calumet,2942,FALSE,TRUE,America/Chicago,54110,1840002520
Manawa,WI,Wisconsin,Waupaca,1294,FALSE,TRUE,America/Chicago,54949,1840002359
Weyerhaeuser,WI,Wisconsin,Rusk,218,FALSE,TRUE,America/Chicago,54895,1840024435
Steuben,WI,Wisconsin,Crawford,123,FALSE,TRUE,America/Chicago,54657,1840002882
Crandon,WI,Wisconsin,Forest,1844,FALSE,TRUE,America/Chicago,54520,1840002005
Haugen,WI,Wisconsin,Barron,278,FALSE,TRUE,America/Chicago,54841 54868,1840002067
Pound,WI,Wisconsin,Marinette,362,FALSE,TRUE,America/Chicago,54161,1840003933
Horicon,WI,Wisconsin,Dodge,3451,FALSE,TRUE,America/Chicago,53032,1840002731
Owen,WI,Wisconsin,Clark,934,FALSE,TRUE,America/Chicago,54460 54498,1840002256
Belmont,WI,Wisconsin,Lafayette,991,FALSE,TRUE,America/Chicago,53510,1840003095
Rio,WI,Wisconsin,Columbia,1042,FALSE,TRUE,America/Chicago,53960,1840002714
Algoma,WI,Wisconsin,Kewaunee,2988,FALSE,TRUE,America/Chicago,54201,1840001567
Monroe,WI,Wisconsin,Green,10658,FALSE,TRUE,America/Chicago,53566,1840002464
Albany,WI,Wisconsin,Green,1002,FALSE,TRUE,America/Chicago,53502,1840002463
